Agent_ID,Agent_Name,Experience_Years,Total_Sales_Closed,Total_Rentals_Closed,Agent_Rating
1330,Agent_1330,17,374,22,4.795850616400578
1331,Agent_1331,14,184,112,4.73684520214076
1332,Agent_1332,29,125,137,4.55924447964018
1333,Agent_1333,29,28,45,3.5616821393746156
1334,Agent_1334,22,379,50,3.7145392861874464
1335,Agent_1335,4,475,52,4.019082183909396
1336,Agent_1336,27,190,255,3.8848603720738284
1337,Agent_1337,1,52,66,4.050211600353265
1338,Agent_1338,6,413,72,3.7098338422684574
1339,Agent_1339,16,138,118,4.201743832328998
1340,Agent_1340,20,1,38,4.126812994978431
1341,Agent_1341,23,307,10,4.214763301623449
1342,Agent_1342,11,250,165,3.532751131017116
1343,Agent_1343,6,44,153,3.564211619236699
1344,Agent_1344,11,390,274,4.267958239902741
1345,Agent_1345,28,462,148,3.8822694474325425
1346,Agent_1346,24,421,146,3.331649743447231
1347,Agent_1347,16,205,14,4.52592569812208
1348,Agent_1348,24,343,187,4.233900467023186
1349,Agent_1349,7,144,276,3.547176926184248
1350,Agent_1350,17,85,185,4.517861072068461
1351,Agent_1351,25,88,94,3.4682717584857317
1352,Agent_1352,25,295,276,4.626996269194398
1353,Agent_1353,28,359,278,4.322270220208843
1354,Agent_1354,1,170,180,3.641192465480496
1355,Agent_1355,3,441,277,4.375364543450038
1356,Agent_1356,13,276,151,4.355979362622114
1357,Agent_1357,14,367,37,3.089653366284775
1358,Agent_1358,16,435,184,4.4767960583819715
1359,Agent_1359,8,41,296,4.20659874163114
1360,Agent_1360,18,451,151,4.693690158441804
1361,Agent_1361,16,157,208,3.5904715827953746
1362,Agent_1362,7,196,200,4.705269841774034
1363,Agent_1363,8,330,125,3.8843658340775886
1364,Agent_1364,23,101,258,4.681250475693437
1365,Agent_1365,11,76,50,4.746249987584392
1366,Agent_1366,7,44,253,3.2019881698575015
1367,Agent_1367,1,482,251,4.260933443078752
1368,Agent_1368,7,160,202,3.463168256721817
1369,Agent_1369,16,68,134,4.442357524959233
1370,Agent_1370,13,396,71,3.6207277791949934
1371,Agent_1371,6,496,95,3.9425761671338972
1372,Agent_1372,19,421,127,3.931128242829439
1373,Agent_1373,29,248,160,3.549823649141203
1374,Agent_1374,9,60,97,3.5624580060182547
1375,Agent_1375,12,220,131,4.509837939987595
1376,Agent_1376,16,38,198,4.735967705918229
1377,Agent_1377,8,116,251,3.8919652135387954
1378,Agent_1378,11,439,20,4.1609240817698225
1379,Agent_1379,8,377,262,3.023396247951079
1380,Agent_1380,16,323,254,3.9934829136791095
1381,Agent_1381,28,166,254,3.1238796121374928
1382,Agent_1382,25,315,36,4.339893738054268
1383,Agent_1383,2,170,181,4.818139843824042
1384,Agent_1384,5,406,67,3.2147769166499547
1385,Agent_1385,1,383,35,3.7606713690754963
1386,Agent_1386,22,96,179,4.551558796153051
1387,Agent_1387,24,63,146,3.877821120854296
1388,Agent_1388,1,479,40,3.6498580267568874
1389,Agent_1389,17,499,84,3.943705135871993
1390,Agent_1390,19,52,138,4.105881303614725
1391,Agent_1391,4,441,51,3.4244576437748355
1392,Agent_1392,5,87,192,3.054944800062591
1393,Agent_1393,10,121,152,4.487640880769997
1394,Agent_1394,29,231,179,3.269646376758619
1395,Agent_1395,2,336,221,4.08959482528211
1396,Agent_1396,19,396,126,4.415772470253337
1397,Agent_1397,18,64,56,4.058326016179355
1398,Agent_1398,2,214,219,3.8864028509747293
1399,Agent_1399,5,74,263,4.464798841871687
1400,Agent_1400,26,468,155,4.149287376956322
1401,Agent_1401,27,86,267,3.8527168587806444
1402,Agent_1402,20,380,88,3.2842614098577485
1403,Agent_1403,10,19,23,3.9490662962708494
1404,Agent_1404,14,345,6,4.916148888392346
1405,Agent_1405,28,434,166,3.9087104756586184
1406,Agent_1406,28,10,243,3.4696911128791594
1407,Agent_1407,6,271,4,3.457104953650849
1408,Agent_1408,17,67,227,3.6890426060442443
1409,Agent_1409,9,480,192,4.988043959744982
1410,Agent_1410,4,286,205,3.45008972248816
1411,Agent_1411,26,137,260,4.401201546717077
1412,Agent_1412,11,187,146,3.104707389480321
1413,Agent_1413,28,414,246,3.751551892424289
1414,Agent_1414,8,208,213,3.8199250041398862
1415,Agent_1415,18,297,284,4.409775731478639
1416,Agent_1416,29,354,247,4.283247664817636
1417,Agent_1417,2,261,33,3.244517244370522
1418,Agent_1418,25,391,189,4.644232146220213
1419,Agent_1419,25,238,168,4.951821913124724
1420,Agent_1420,29,399,248,4.262310837827849
1421,Agent_1421,21,90,133,4.8851202506660885
1422,Agent_1422,15,167,113,4.27359844480598
1423,Agent_1423,6,37,79,3.01120584755278
1424,Agent_1424,22,357,297,4.020046083131465
1425,Agent_1425,10,222,39,3.5700472782760557
1426,Agent_1426,2,390,82,4.639659224206274
1427,Agent_1427,14,273,250,4.837691030795092
1428,Agent_1428,18,246,22,3.1409481473820833
1429,Agent_1429,24,247,178,3.425963795981562
1430,Agent_1430,14,36,24,3.0164340494009854
1431,Agent_1431,5,281,237,3.5690881257849654
1432,Agent_1432,7,152,144,3.6263560080843216
1433,Agent_1433,2,106,288,3.824009196396125
1434,Agent_1434,9,369,2,4.130533069958607
1435,Agent_1435,17,241,289,3.8336418592293198
1436,Agent_1436,6,353,206,4.466968478527613
1437,Agent_1437,8,288,179,3.3739744291467106
1438,Agent_1438,7,221,181,4.1469604381468255
1439,Agent_1439,3,93,26,3.845476912303084
1440,Agent_1440,3,463,51,3.1223506566388775
1441,Agent_1441,2,372,100,3.506818134135968
1442,Agent_1442,15,25,72,4.713561247051965
1443,Agent_1443,22,367,37,4.685024960778577
1444,Agent_1444,28,397,32,3.3064355576543614
1445,Agent_1445,12,308,291,3.361355951410335
1446,Agent_1446,13,349,168,3.5203253560360546
1447,Agent_1447,9,219,228,3.2129999731649637
1448,Agent_1448,19,192,252,3.73984367604438
1449,Agent_1449,3,236,17,4.219688622809532
1450,Agent_1450,4,78,52,4.109769642210891
1451,Agent_1451,29,238,182,4.379938104021189
1452,Agent_1452,18,141,162,4.452278818139496
1453,Agent_1453,23,414,166,4.517705295959315
1454,Agent_1454,21,206,100,4.540704145198012
1455,Agent_1455,21,186,155,4.811638948916731
1456,Agent_1456,2,42,87,3.1601501565427874
1457,Agent_1457,13,285,163,4.511849639793159
1458,Agent_1458,24,137,196,3.597073706878204
1459,Agent_1459,12,366,8,4.123190069836996
1460,Agent_1460,22,70,133,4.489863065395639
1461,Agent_1461,12,320,202,3.2170041509928113
1462,Agent_1462,7,186,215,4.201186104359159
1463,Agent_1463,11,276,166,4.309972895578355
1464,Agent_1464,27,402,256,3.499272110624818
1465,Agent_1465,22,403,31,4.45317269611547
1466,Agent_1466,15,357,15,3.3868659069886116
1467,Agent_1467,24,231,30,4.807752090517817
1468,Agent_1468,21,4,283,3.7123565157401472
1469,Agent_1469,25,233,52,3.295425062487727
1470,Agent_1470,6,87,66,4.5760809871247226
1471,Agent_1471,29,103,39,3.8168968719879364
1472,Agent_1472,3,461,27,3.7388009114059377
1473,Agent_1473,2,430,251,3.336038014717953
1474,Agent_1474,25,389,80,3.839277224092971
1475,Agent_1475,19,332,25,4.794241704484193
1476,Agent_1476,28,407,183,4.135849934287951
1477,Agent_1477,5,98,27,3.797759451524831
1478,Agent_1478,1,312,20,4.674582440689547
1479,Agent_1479,24,132,47,3.0770721384553124
1480,Agent_1480,17,381,154,4.753699469138804
1481,Agent_1481,6,168,10,3.9216571022916282
1482,Agent_1482,7,82,11,4.850569597902805
1483,Agent_1483,13,215,113,3.934004888289373
1484,Agent_1484,16,356,89,3.03321470886372
1485,Agent_1485,17,246,107,3.9829786174823654
1486,Agent_1486,18,433,233,4.604676225411101
1487,Agent_1487,21,95,54,4.4373181633972045
1488,Agent_1488,14,291,203,4.418539232154198
1489,Agent_1489,17,394,9,4.096257406467323
1490,Agent_1490,29,52,38,3.1952560190783093
1491,Agent_1491,14,145,66,4.43290182010073
1492,Agent_1492,25,357,295,3.039659749563159
1493,Agent_1493,22,114,156,4.25991828243958
1494,Agent_1494,29,116,224,3.82815391032987
1495,Agent_1495,12,134,216,3.2654119218726043
1496,Agent_1496,17,234,255,4.730135783654093
1497,Agent_1497,27,180,249,3.3600566502823894
1498,Agent_1498,6,270,111,4.183539484385824
1499,Agent_1499,16,477,46,4.351734122720544
1500,Agent_1500,18,469,219,3.0353486241041274
1501,Agent_1501,1,253,5,4.301442383113824
1502,Agent_1502,7,478,14,4.213610472095158
1503,Agent_1503,19,40,279,4.265574580255413
1504,Agent_1504,22,182,195,3.573582184352459
1505,Agent_1505,21,396,260,4.662874193009269
1506,Agent_1506,13,125,126,3.5167168527046195
1507,Agent_1507,25,65,101,3.926798485243099
1508,Agent_1508,27,297,33,3.085455385647862
1509,Agent_1509,16,108,79,3.3432483660425243
1510,Agent_1510,23,259,73,3.4371476360707325
1511,Agent_1511,27,446,291,4.4388333689175425
1512,Agent_1512,27,53,185,3.942573903817898
1513,Agent_1513,21,499,186,4.226060315791828
1514,Agent_1514,13,361,251,3.1277606565903
1515,Agent_1515,19,463,210,4.54519012663065
1516,Agent_1516,21,453,59,4.295649251624748
1517,Agent_1517,2,276,56,3.4999962480508264
1518,Agent_1518,25,474,150,3.8986954901735578
1519,Agent_1519,20,27,232,3.0931066791985895
1520,Agent_1520,13,9,257,4.4152623756483385
1521,Agent_1521,15,61,176,3.7798272004006375
1522,Agent_1522,1,476,169,3.1081485572663645
1523,Agent_1523,2,363,182,4.907658939110291
1524,Agent_1524,28,161,191,3.162000511207159
1525,Agent_1525,11,400,13,4.353484108820952
1526,Agent_1526,24,498,282,4.570515139195262
1527,Agent_1527,2,258,198,4.71374075594569
1528,Agent_1528,13,26,42,3.4990412291424793
1529,Agent_1529,4,214,191,3.210479677861203
1530,Agent_1530,12,244,141,3.539515121129371
1531,Agent_1531,7,450,160,3.3052831678420844
1532,Agent_1532,2,263,170,4.212041400799839
1533,Agent_1533,4,417,211,4.526643849250448
1534,Agent_1534,8,208,143,3.637959087496735
1535,Agent_1535,6,172,61,4.659832096089994
1536,Agent_1536,22,124,219,3.174873245657782
1537,Agent_1537,23,22,15,4.014370921939128
1538,Agent_1538,21,317,242,3.644616129370905
1539,Agent_1539,21,461,269,4.897516356373763
1540,Agent_1540,16,158,44,4.313718535723573
1541,Agent_1541,16,182,58,3.8475622159653295
1542,Agent_1542,8,465,274,3.494579843543705
1543,Agent_1543,2,426,129,3.9165048335735477
1544,Agent_1544,12,33,80,4.653123710979306
1545,Agent_1545,28,191,29,4.972746405776548
1546,Agent_1546,26,470,123,3.1509405806628283
1547,Agent_1547,3,442,114,3.0998855489936323
1548,Agent_1548,6,440,11,4.272369719175135
1549,Agent_1549,28,370,116,4.293117578422794
1550,Agent_1550,20,461,177,4.237432088494967
1551,Agent_1551,1,44,113,3.972516223211735
1552,Agent_1552,1,103,217,3.3094338924637157
1553,Agent_1553,14,458,44,4.706673625688218
1554,Agent_1554,26,273,295,3.9718146986607135
1555,Agent_1555,7,439,74,3.4578434001288985
1556,Agent_1556,8,152,81,4.16231064851206
1557,Agent_1557,20,242,144,4.055248344428316
1558,Agent_1558,15,355,128,4.208916166062288
1559,Agent_1559,29,170,93,3.6743740866631134
1560,Agent_1560,29,386,260,4.264415007083473
1561,Agent_1561,27,94,125,4.423816337744474
1562,Agent_1562,3,442,67,4.132874167101586
1563,Agent_1563,6,317,149,4.446383474648751
1564,Agent_1564,26,51,288,3.372666557964874
1565,Agent_1565,3,102,234,3.4879433882901187
1566,Agent_1566,3,12,186,4.472003488340791
1567,Agent_1567,7,473,255,3.0756338425335747
1568,Agent_1568,27,459,62,4.016965097094472
1569,Agent_1569,7,422,124,3.723956632273957
1570,Agent_1570,25,299,229,4.296147159313167
1571,Agent_1571,14,237,59,3.003173610337507
1572,Agent_1572,9,431,112,3.690826471510702
1573,Agent_1573,12,293,123,3.995583755351724
1574,Agent_1574,28,17,91,3.985721223373613
1575,Agent_1575,4,99,88,3.2823173097953484
1576,Agent_1576,5,261,197,3.9104824192805596
1577,Agent_1577,23,284,247,4.320132360350001
1578,Agent_1578,17,425,217,4.156917885022951
1579,Agent_1579,28,34,242,4.210708526298449
1580,Agent_1580,1,444,114,3.470428027278919
1581,Agent_1581,18,360,176,4.55378068501232
1582,Agent_1582,6,468,196,3.8826523411192957
1583,Agent_1583,13,63,30,4.661794904304561
1584,Agent_1584,13,169,137,4.919869663499237
1585,Agent_1585,28,137,207,3.193394079661542
1586,Agent_1586,12,15,57,3.99798317597019
1587,Agent_1587,22,66,120,4.080677387049434
1588,Agent_1588,7,207,88,3.8854136979135347
1589,Agent_1589,1,399,41,4.845354477481146
1590,Agent_1590,5,20,136,4.537933854482746
1591,Agent_1591,9,402,252,4.00809959995582
1592,Agent_1592,14,377,103,4.304746723124053
1593,Agent_1593,22,156,22,3.0866218675570796
1594,Agent_1594,16,479,81,4.920606433066709
1595,Agent_1595,2,291,15,3.8782761703616133
1596,Agent_1596,5,113,262,3.058835676611566
1597,Agent_1597,17,452,270,4.216209371301691
1598,Agent_1598,6,17,258,3.7018171066417067
1599,Agent_1599,1,307,118,3.316957146113937
1600,Agent_1600,1,49,143,3.753758666113151
1601,Agent_1601,18,131,153,4.7548530609725495
1602,Agent_1602,28,97,81,4.345463134184785
1603,Agent_1603,5,126,78,4.275909655365469
1604,Agent_1604,11,282,165,4.033065356459806
1605,Agent_1605,9,3,139,4.757789757403486
1606,Agent_1606,1,19,211,3.7143512008252513
1607,Agent_1607,2,296,176,3.663700709416985
1608,Agent_1608,14,219,156,4.165496583823447
1609,Agent_1609,25,440,36,4.304312977461514
1610,Agent_1610,5,296,17,3.9508808683679106
1611,Agent_1611,7,484,125,3.5927834059854273
1612,Agent_1612,21,498,102,4.29797330468606
1613,Agent_1613,10,219,275,3.1468756770426953
1614,Agent_1614,26,362,7,3.4277485465460495
1615,Agent_1615,6,320,126,4.993126100565699
1616,Agent_1616,1,172,72,4.119689942547907
1617,Agent_1617,24,297,218,4.9465954700146835
1618,Agent_1618,28,413,100,4.421955321202572
1619,Agent_1619,5,171,27,3.2188465753486106
1620,Agent_1620,27,9,220,3.1911797905340236
1621,Agent_1621,17,54,3,3.1986438225596814
1622,Agent_1622,2,265,290,4.53055353310077
1623,Agent_1623,18,301,153,4.500131839600677
1624,Agent_1624,16,411,299,3.370831898699303
1625,Agent_1625,14,111,148,3.0227561828446134
1626,Agent_1626,13,204,297,4.261007188971222
1627,Agent_1627,4,145,273,3.7699739784664703
1628,Agent_1628,16,201,70,3.135349817854376
1629,Agent_1629,10,126,25,3.7020314289868477
1630,Agent_1630,14,419,167,4.436735735892323
1631,Agent_1631,14,179,41,4.449047213837435
1632,Agent_1632,13,199,188,3.5003922608413713
1633,Agent_1633,8,259,222,3.2301254121504233
1634,Agent_1634,23,310,20,3.6811021252241005
1635,Agent_1635,20,13,257,4.442777293455174
1636,Agent_1636,4,427,252,3.6784530226917975
1637,Agent_1637,13,460,255,4.880378399117476
1638,Agent_1638,4,125,220,3.197927610111498
1639,Agent_1639,27,135,112,3.2335335324963173
1640,Agent_1640,9,120,222,3.5862776584623854
1641,Agent_1641,16,5,86,4.02633335439345
1642,Agent_1642,13,403,214,3.6154912230693927
1643,Agent_1643,3,296,251,3.319108066181816
1644,Agent_1644,9,394,259,3.1279686348925475
1645,Agent_1645,10,326,219,4.200244176931066
1646,Agent_1646,21,56,47,4.816539448179975
1647,Agent_1647,3,32,231,3.3952067839827498
1648,Agent_1648,28,302,60,3.218157358667656
1649,Agent_1649,27,187,234,3.0919441197405146
1650,Agent_1650,19,386,51,3.3095099489726625
1651,Agent_1651,11,12,107,3.469981844070054
1652,Agent_1652,7,197,193,4.65070258524363
1653,Agent_1653,21,471,52,3.1177513575371014
1654,Agent_1654,10,129,223,4.394155848110822
1655,Agent_1655,5,96,251,3.1414289017246686
1656,Agent_1656,25,302,259,4.353064193872292
1657,Agent_1657,1,332,126,3.6837923292415473
1658,Agent_1658,20,42,84,3.3186722542040554
1659,Agent_1659,12,182,252,4.993597386384451
1660,Agent_1660,3,7,219,3.109482764161487
1661,Agent_1661,27,154,19,4.545964607240226
1662,Agent_1662,9,177,129,4.059712266958496
1663,Agent_1663,3,137,41,3.6993253685784513
1664,Agent_1664,24,344,105,4.975064405732089
1665,Agent_1665,3,454,33,4.4642640406996055
1666,Agent_1666,11,8,72,3.3010023172727374
1667,Agent_1667,1,112,140,3.2277668165649693
1668,Agent_1668,17,221,219,4.34886112464315
1669,Agent_1669,6,138,239,4.2657156098404405
1670,Agent_1670,1,379,26,3.6237708938863866
1671,Agent_1671,3,219,141,3.669023660744514
1672,Agent_1672,11,35,31,3.418433613826602
1673,Agent_1673,20,359,103,4.532705823760492
1674,Agent_1674,11,394,125,4.506627225683088
1675,Agent_1675,21,467,177,3.768519276387776
1676,Agent_1676,14,87,112,3.839106618601119
1677,Agent_1677,1,260,260,3.6033046622507388
1678,Agent_1678,6,119,242,4.298933131420674
1679,Agent_1679,12,143,30,3.553908604230651
1680,Agent_1680,10,452,169,4.182088031143558
1681,Agent_1681,27,408,214,4.458160196294022
1682,Agent_1682,13,417,288,3.052089914133169
1683,Agent_1683,29,449,119,3.483520021131124
1684,Agent_1684,6,295,116,4.768758787095185
1685,Agent_1685,28,122,130,3.9317445478648745
1686,Agent_1686,8,389,251,3.5927511633332263
1687,Agent_1687,3,399,97,3.0341910129638325
1688,Agent_1688,8,51,120,3.294062677553702
1689,Agent_1689,9,78,90,4.357777122400206
1690,Agent_1690,21,451,282,4.032141717046464
1691,Agent_1691,29,24,290,3.2640388554876463
1692,Agent_1692,18,382,82,3.178964999535268
1693,Agent_1693,10,123,172,3.881031727294909
1694,Agent_1694,10,259,100,4.959657954081676
1695,Agent_1695,18,249,179,4.442656553559024
1696,Agent_1696,28,106,19,4.374040413168082
1697,Agent_1697,4,195,58,4.446952825467781
1698,Agent_1698,21,89,27,3.296807114265066
1699,Agent_1699,23,271,172,3.280663094861306
1700,Agent_1700,26,15,16,4.616914857495164
1701,Agent_1701,10,465,235,4.206130792072749
1702,Agent_1702,25,7,153,4.550104618433961
1703,Agent_1703,24,438,131,3.6745373135617427
1704,Agent_1704,22,410,287,3.8235930395370468
1705,Agent_1705,9,476,268,4.162901873940792
1706,Agent_1706,11,10,160,4.152034914239473
1707,Agent_1707,27,252,112,3.59328595175179
1708,Agent_1708,27,7,123,4.519845361338702
1709,Agent_1709,27,188,293,4.430767434479814
1710,Agent_1710,13,138,269,3.1894806316044417
1711,Agent_1711,11,237,115,4.014569942144885
1712,Agent_1712,19,49,196,3.290450946277539
1713,Agent_1713,1,485,179,3.7546159438123654
1714,Agent_1714,14,349,205,3.656314241156424
1715,Agent_1715,27,269,125,4.169742491837072
1716,Agent_1716,19,456,93,3.388724939339302
1717,Agent_1717,21,406,251,3.3567003122706067
1718,Agent_1718,25,61,51,3.8555556722296194
1719,Agent_1719,9,465,172,3.4097363615443212
1720,Agent_1720,18,252,110,3.7825132809518687
1721,Agent_1721,7,75,278,3.2344729151407723
1722,Agent_1722,7,338,230,3.4078664394166385
1723,Agent_1723,12,443,163,3.559965977768769
1724,Agent_1724,14,83,286,4.267307491131502
1725,Agent_1725,17,349,8,4.183147169409285
1726,Agent_1726,19,452,196,3.9854646743331514
1727,Agent_1727,25,432,152,3.6337802550740164
1728,Agent_1728,15,413,176,4.491471713020034
1729,Agent_1729,18,158,193,3.870158873206721
1730,Agent_1730,6,211,134,4.640535669031506
1731,Agent_1731,25,335,22,4.452590277282729
1732,Agent_1732,22,313,192,4.659088873360827
1733,Agent_1733,17,126,233,3.4468206843487703
1734,Agent_1734,10,162,153,4.100591847965676
1735,Agent_1735,23,146,155,4.767579121256731
1736,Agent_1736,29,204,275,4.042795829208984
1737,Agent_1737,23,24,82,3.025748773601573
1738,Agent_1738,29,337,224,3.2612943905234455
1739,Agent_1739,3,307,35,4.6436819639377
1740,Agent_1740,27,207,293,3.2744068354564977
1741,Agent_1741,26,404,178,4.7318429853745325
1742,Agent_1742,18,346,232,3.9306767159633527
1743,Agent_1743,5,118,124,4.282694252599765
1744,Agent_1744,25,229,64,3.3083786571373475
1745,Agent_1745,14,426,38,4.865646234828702
1746,Agent_1746,5,267,222,4.140366327704024
1747,Agent_1747,10,423,106,3.5749095194737874
1748,Agent_1748,17,286,183,3.7983408193893764
1749,Agent_1749,25,40,110,4.2019202990555184
1750,Agent_1750,28,395,186,4.988581522285817
1751,Agent_1751,27,294,232,4.65286272207431
1752,Agent_1752,7,367,194,3.147989536021213
1753,Agent_1753,23,239,159,3.2881981835299356
1754,Agent_1754,12,495,198,3.8114146029248976
1755,Agent_1755,2,79,209,4.831711866781884
1756,Agent_1756,6,94,235,4.942301881919329
1757,Agent_1757,21,79,162,4.07799520783196
1758,Agent_1758,22,427,247,3.5562956118580518
1759,Agent_1759,20,255,193,4.28042846277058
1760,Agent_1760,17,444,209,3.7614399745954157
1761,Agent_1761,18,224,186,4.795156613655871
1762,Agent_1762,4,398,230,4.7006609433186135
1763,Agent_1763,8,265,125,4.696541842836125
1764,Agent_1764,1,144,216,3.1347176468424793
1765,Agent_1765,9,367,51,4.668623050718421
1766,Agent_1766,14,163,233,4.413403576911385
1767,Agent_1767,4,273,71,4.5602141995830205
1768,Agent_1768,10,248,166,4.467889411809156
1769,Agent_1769,9,251,212,3.162076491264666
1770,Agent_1770,26,478,109,3.077114245372063
1771,Agent_1771,14,313,99,3.96139416839959
1772,Agent_1772,22,175,285,3.996448821809162
1773,Agent_1773,12,272,121,3.2471817043078417
1774,Agent_1774,1,243,115,3.7222120084634893
1775,Agent_1775,10,281,192,4.506952505831815
1776,Agent_1776,3,395,295,3.7627388631431824
1777,Agent_1777,7,70,280,3.058996629719644
1778,Agent_1778,18,298,31,3.443389222074812
1779,Agent_1779,1,495,103,4.6105657889616865
1780,Agent_1780,7,78,210,3.5992496913246335
1781,Agent_1781,19,294,36,3.8136209920390396
1782,Agent_1782,9,419,76,3.674213761724922
1783,Agent_1783,18,345,92,3.785587626551698
1784,Agent_1784,25,159,129,3.267737100821782
1785,Agent_1785,2,93,104,3.9085727573661053
1786,Agent_1786,8,332,163,4.484042116776446
1787,Agent_1787,2,272,166,3.593778142921456
1788,Agent_1788,29,196,115,4.351003875143244
1789,Agent_1789,25,469,275,3.5611541355291507
1790,Agent_1790,28,109,86,3.437392133572977
1791,Agent_1791,17,422,45,4.9912619566260625
1792,Agent_1792,13,420,55,3.092603498281134
1793,Agent_1793,13,441,256,4.545552904139559
1794,Agent_1794,23,95,95,3.4718969205245607
1795,Agent_1795,9,378,142,3.2987147128885628
1796,Agent_1796,29,237,166,3.2387906049187967
1797,Agent_1797,8,204,243,3.4465243413816653
1798,Agent_1798,28,13,155,3.726547447929575
1799,Agent_1799,29,161,76,4.252145602442379
1800,Agent_1800,12,139,207,4.6929860004980295
1801,Agent_1801,17,295,274,3.9240423634071266
1802,Agent_1802,15,86,267,3.558737258799967
1803,Agent_1803,8,290,62,3.2777146446147505
1804,Agent_1804,3,220,291,4.303396659918809
1805,Agent_1805,19,449,20,3.5151788520172067
1806,Agent_1806,10,320,236,3.9261805032215813
1807,Agent_1807,22,425,202,4.88435819790701
1808,Agent_1808,22,362,188,3.320026897665395
1809,Agent_1809,19,234,161,4.434491300292578
1810,Agent_1810,12,13,295,4.494535554226283
1811,Agent_1811,25,444,180,4.610125148006551
1812,Agent_1812,21,475,215,4.410770613395264
1813,Agent_1813,8,494,283,3.858484483215567
1814,Agent_1814,20,82,81,3.2459799039261616
1815,Agent_1815,10,418,273,3.91307285483611
1816,Agent_1816,29,221,186,4.902387708271951
1817,Agent_1817,11,59,70,4.135163145775498
1818,Agent_1818,27,261,229,3.709931940897521
1819,Agent_1819,21,385,189,4.032889733678661
1820,Agent_1820,15,170,108,3.2992213568342335
1821,Agent_1821,24,47,293,3.816639197396816
1822,Agent_1822,15,15,185,3.934180910833274
1823,Agent_1823,6,172,111,3.3129751260844285
1824,Agent_1824,21,228,99,4.000635334830037
1825,Agent_1825,19,172,244,4.569016603899474
1826,Agent_1826,21,247,278,3.5279969898577717
1827,Agent_1827,15,107,105,3.2786547566477395
1828,Agent_1828,23,170,38,4.912658299319161
1829,Agent_1829,22,141,85,3.5060005775261383
1830,Agent_1830,21,429,23,4.59139539190816
1831,Agent_1831,20,170,15,3.4467248031927866
1832,Agent_1832,9,164,250,3.90680985908255
1833,Agent_1833,21,323,265,4.956516566764689
1834,Agent_1834,26,296,281,3.665619710115587
1835,Agent_1835,27,401,135,3.1416440552874114
1836,Agent_1836,14,451,191,3.246112516236124
1837,Agent_1837,5,152,119,3.378074870370929
1838,Agent_1838,7,215,134,4.786896593432214
1839,Agent_1839,24,21,213,4.402619740728576
1840,Agent_1840,13,256,237,3.305667083031434
1841,Agent_1841,17,34,286,3.091169498787757
1842,Agent_1842,5,324,140,3.902702683238831
1843,Agent_1843,12,448,162,4.114441625473764
1844,Agent_1844,12,191,166,4.14565259627374
1845,Agent_1845,7,336,262,4.237992635782661
1846,Agent_1846,19,220,59,4.399213417152966
1847,Agent_1847,16,380,59,3.263767336392925
1848,Agent_1848,12,455,162,4.771391773106782
1849,Agent_1849,18,108,121,4.883235097889105
1850,Agent_1850,12,213,225,4.695104290136384
1851,Agent_1851,5,17,172,4.006103457576872
1852,Agent_1852,18,281,253,3.845105418061535
1853,Agent_1853,25,158,186,4.604740645723137
1854,Agent_1854,24,179,72,4.362867197162387
1855,Agent_1855,21,220,190,4.9681269292098955
1856,Agent_1856,24,170,78,4.934809932764736
1857,Agent_1857,1,444,36,3.488028482439767
1858,Agent_1858,27,477,75,3.0719620986647795
1859,Agent_1859,9,189,28,4.087020444397654
1860,Agent_1860,27,231,32,4.915993084472651
1861,Agent_1861,27,271,64,3.610775525131094
1862,Agent_1862,10,191,15,3.7670237771623722
1863,Agent_1863,19,401,115,4.764920440994016
1864,Agent_1864,11,180,234,4.466849481853409
1865,Agent_1865,21,36,28,4.546406832634203
1866,Agent_1866,16,252,278,4.873719721409498
1867,Agent_1867,7,36,197,3.822977060602769
1868,Agent_1868,12,445,62,4.352649039337651
1869,Agent_1869,17,13,176,3.9236062321403553
1870,Agent_1870,26,158,244,4.381844056930143
1871,Agent_1871,21,129,194,3.4981054801596185
1872,Agent_1872,15,255,38,4.445559864729377
1873,Agent_1873,16,138,194,3.4355384894439602
1874,Agent_1874,8,152,127,3.3782803830493515
1875,Agent_1875,16,63,233,4.692845623975375
1876,Agent_1876,12,408,280,4.292565573091945
1877,Agent_1877,9,339,177,4.964645624884875
1878,Agent_1878,21,64,71,3.4517056699217585
1879,Agent_1879,5,308,49,4.555099398018854
1880,Agent_1880,4,66,169,3.41197335677085
1881,Agent_1881,17,499,183,3.8358740559964906
1882,Agent_1882,4,345,275,3.8231013737790565
1883,Agent_1883,25,228,146,3.192859187372145
1884,Agent_1884,11,330,2,4.577454965587396
1885,Agent_1885,19,96,163,4.3795001977607475
1886,Agent_1886,7,290,7,4.205863716883225
1887,Agent_1887,4,179,109,4.175131260769735
1888,Agent_1888,15,111,97,3.232314341842519
1889,Agent_1889,7,134,30,3.849338009035153
1890,Agent_1890,6,317,280,4.541099343028312
1891,Agent_1891,17,333,265,4.471762721857613
1892,Agent_1892,13,57,148,3.843874707099583
1893,Agent_1893,4,185,22,4.0355085915205855
1894,Agent_1894,26,215,210,3.4860534575616837
1895,Agent_1895,2,372,150,3.992663340861594
1896,Agent_1896,3,273,187,3.5442429434897615
1897,Agent_1897,18,5,22,4.111005532694703
1898,Agent_1898,14,137,224,4.898006477587426
1899,Agent_1899,27,122,120,4.213334693036196
1900,Agent_1900,14,222,117,4.195280477805321
1901,Agent_1901,27,402,122,3.660532531303634
1902,Agent_1902,15,312,276,4.59908016304588
