Property_ID,Type,City,Size_SqFt,Bedrooms,Bathrooms,Year_Built,Listing_Price,Rental_Price,Neighborhood,Status
3617,Condo,Los Angeles,4958.0,5,2,2010,1480646.2764220699,6823.019400897372,Beverly Hills,Rented
3618,House,Chicago,3867.0,1,3,2001,1431359.62087365,970.4651834811243,Lincoln Park,Rented
3619,Apartment,New York,2615.0,4,2,2017,568463.7662905122,6023.302760945238,Brooklyn,Rented
3620,Apartment,Chicago,3563.0,2,2,2017,721286.3319246034,4124.701328888038,Lincoln Park,Sold
3621,House,Miami,2306.0,5,3,2022,1660340.363392228,3797.200611211734,South Beach,Sold
3622,House,Los Angeles,795.0,2,3,1991,1043879.6064097944,5753.793602893518,Santa Monica,Rented
3623,Townhouse,Chicago,3194.0,2,1,2016,970584.388732318,954.7644922131044,Hyde Park,Sold
3624,Townhouse,Los Angeles,2491.0,2,3,2000,1303605.7313648646,7047.301804323328,Hollywood,Sold
3625,Townhouse,Chicago,4439.0,2,2,1952,968009.4289606228,2442.1798261514487,The Loop,Sold
3626,House,Seattle,531.0,3,3,1962,924603.2980136258,6606.63161571549,Capitol Hill,Sold
3627,House,Seattle,4375.0,2,3,1962,1617346.8810208952,2920.5694739184405,Capitol Hill,Rented
3628,Condo,Chicago,4900.0,1,1,2010,1869705.0982215942,6005.158172730591,Lincoln Park,Rented
3629,Townhouse,Miami,1292.0,2,3,1973,1143603.0284868965,7395.02970145426,Downtown,Rented
3630,Townhouse,Los Angeles,4691.0,5,1,1969,,5684.671281409672,Hollywood,Available
3631,Townhouse,San Francisco,1589.0,2,1,2004,1904441.2727864028,2261.2474535798356,Mission District,Rented
3632,Apartment,Chicago,729.0,5,2,1984,1433680.5899048902,5749.3950123246805,Lincoln Park,Sold
3633,Condo,Chicago,3280.0,2,2,1979,1343215.1197909848,5750.289191154062,Hyde Park,Sold
3634,Townhouse,Seattle,4953.0,4,2,1982,1252671.711011619,7432.985660196305,Downtown,Sold
3635,Townhouse,New York,4997.0,3,3,1990,1506717.1107886739,2422.3859568401367,Brooklyn,Sold
3636,Townhouse,Seattle,1289.0,5,3,2015,1573661.3857676282,7770.155715884228,Queen Anne,Rented
3637,Apartment,Los Angeles,4694.0,1,2,1998,1603247.2246207774,5638.732160014553,Hollywood,Rented
3638,Apartment,Seattle,4866.0,2,3,1957,1954023.4515612924,2887.4587907757896,Downtown,Sold
3639,House,San Francisco,2298.0,5,1,1952,881283.2958450174,4323.227974844969,SoMa,Rented
3640,Condo,Miami,4480.0,3,2,2014,561008.6353167789,6213.470480188766,Little Havana,Sold
3641,House,San Francisco,4957.0,2,3,2021,848795.575175583,855.7758978066742,Downtown,Sold
3642,Condo,Miami,3740.0,3,3,1951,,3021.6976691982,South Beach,Rented
3643,Apartment,San Francisco,4356.0,1,1,1990,1127329.677947986,7152.106195709017,Downtown,Sold
3644,Townhouse,Seattle,813.0,5,2,2002,1742913.2127048443,1302.0302404556603,Downtown,Sold
3645,House,San Francisco,732.0,1,2,1965,548669.5037932887,4460.048345004994,SoMa,Sold
3646,Townhouse,Seattle,4007.0,3,3,1958,1500352.4553637763,4816.761576597081,Downtown,Sold
3647,House,Seattle,1529.0,4,2,1988,573771.1638540043,2652.385098030986,Queen Anne,Rented
3648,Apartment,Los Angeles,4106.0,4,1,2013,1618317.7219984224,3532.4588271416856,Hollywood,Sold
3649,Apartment,Seattle,3211.0,5,2,1985,932638.073812328,7326.570485674043,Downtown,Rented
3650,,New York,4839.0,2,1,1972,1979884.7371275204,952.9304903388972,Brooklyn,Rented
3651,House,San Francisco,2788.0,1,3,1996,1370594.2259756096,1710.5637301753786,Downtown,Available
3652,Condo,Chicago,4499.0,4,1,1998,1509287.4707252604,7258.908265092054,The Loop,Sold
3653,House,Chicago,3105.0,4,3,2004,181175.60852267058,1844.8032228890936,The Loop,Sold
3654,Condo,Chicago,3844.0,2,3,1959,1435828.352263089,1806.9888846497474,The Loop,Rented
3655,House,New York,2622.0,1,1,2012,895764.1955858296,4883.430492156289,Manhattan,Sold
3656,House,Seattle,2830.0,3,1,1975,713948.9767076094,7882.7478425527415,Capitol Hill,Sold
3657,Apartment,San Francisco,4279.0,4,1,1997,1610872.3654501738,3852.204562821901,SoMa,Rented
3658,Townhouse,Miami,4682.0,5,3,1979,534409.318634662,4418.116371430198,South Beach,Sold
3659,Townhouse,Miami,1380.0,5,2,1951,445463.64057665924,6698.025292290128,Little Havana,Sold
3660,Condo,Los Angeles,3477.0,3,3,1978,775102.6135770587,5722.672488532438,Beverly Hills,Rented
3661,Townhouse,New York,1672.0,2,1,2003,1295764.3751633244,7970.11241110439,Queens,Rented
3662,House,San Francisco,659.0,2,3,1981,588901.4201707527,5095.135156750088,Mission District,Rented
3663,House,Seattle,2993.0,4,1,1987,1161333.2698165472,3647.4597403851876,Capitol Hill,Rented
3664,Apartment,Chicago,2629.0,4,1,1970,831210.006171405,3001.884331830619,Lincoln Park,Sold
3665,Apartment,New York,3578.0,4,2,1976,853757.794415347,7905.94905294096,Manhattan,Sold
3666,Townhouse,New York,2729.0,3,3,1983,485924.861592898,6563.010522733398,Manhattan,Available
3667,Condo,San Francisco,3417.0,3,1,1972,711999.2352226774,6648.098001110165,Downtown,Rented
3668,Townhouse,Seattle,3513.0,4,3,1988,620307.0499212779,1958.1062954483618,Capitol Hill,Available
3669,Townhouse,Los Angeles,2049.0,2,2,2018,562534.4628537964,3952.8685176909507,Beverly Hills,Rented
3670,Townhouse,Seattle,3885.0,1,1,2022,253481.19501391775,670.3167761404051,Capitol Hill,Rented
3671,Townhouse,Los Angeles,2079.0,4,1,1994,922832.7433134015,4508.1450250206035,Santa Monica,Sold
3672,House,Los Angeles,3871.0,2,3,2012,564900.8234354621,1053.3896181349614,Hollywood,Rented
3673,Condo,Chicago,2460.0,2,3,1957,1925935.8358908875,1977.2922350240603,The Loop,Sold
3674,House,Chicago,4344.0,5,3,1956,1243237.5897638896,2615.0152830618854,The Loop,Rented
3675,Condo,San Francisco,2890.0,1,2,1979,977832.2576232356,6628.9667967995,Mission District,Sold
3676,Apartment,Seattle,1919.0,4,2,1961,742179.1788538881,1268.4795472824524,Queen Anne,Rented
3677,Townhouse,Los Angeles,4417.0,1,1,1969,975454.3163801917,7305.82702335291,Beverly Hills,Rented
3678,House,San Francisco,4335.0,4,3,2013,748784.1590036819,4747.213365862611,SoMa,Rented
3679,Condo,Los Angeles,4928.0,1,2,1978,1728025.6766503889,1315.4651279791665,Santa Monica,Rented
3680,Apartment,New York,4950.0,1,3,2004,586091.1058542756,7902.024922579895,Bronx,Available
3681,Apartment,Miami,4130.0,2,3,1961,631932.5356871033,515.4893495655489,Downtown,Available
3682,Townhouse,Miami,662.0,1,2,1971,1448278.933771933,1722.1218961809177,Downtown,Sold
3683,,Los Angeles,615.0,1,3,1972,1811762.216997918,1879.0490448056605,Santa Monica,Sold
3684,House,San Francisco,1970.0,4,1,1997,1392220.2022548146,7011.455590618431,SoMa,Rented
3685,Townhouse,Chicago,3579.0,2,1,1994,260984.44350385468,3108.679505667125,The Loop,Rented
3686,House,Seattle,4352.0,1,3,1975,,6761.40765746848,Downtown,Rented
3687,Apartment,Los Angeles,3338.0,2,2,1977,1561715.7844956655,815.9467769567825,Hollywood,Rented
3688,House,Los Angeles,1042.0,2,3,2004,555466.8146194797,7689.562216212863,Santa Monica,Sold
3689,House,Seattle,913.0,3,1,2022,218954.23599110858,6902.767207711625,Capitol Hill,Sold
3690,Townhouse,Chicago,1181.0,4,3,2018,1463210.7033157386,4069.119806943211,Lincoln Park,Sold
3691,House,Los Angeles,1141.0,3,2,1951,545700.4355840327,1646.5939425742108,Santa Monica,Rented
3692,Townhouse,New York,4478.0,2,2,1977,1095241.4571105232,2177.5741494410304,Bronx,Sold
3693,Apartment,Chicago,1932.0,1,2,2002,270166.4741694472,2208.4756235538953,Lincoln Park,Sold
3694,Townhouse,New York,1168.0,4,2,1963,1179508.2070730797,5770.94313278654,Manhattan,Available
3695,Townhouse,Miami,2569.0,5,1,1995,140800.0668667195,3311.533200000651,Downtown,Available
3696,Condo,Seattle,1468.0,4,3,2016,1114586.8069911166,523.3916396789289,Downtown,Sold
3697,House,Chicago,1680.0,3,1,2019,1684021.1970464818,3380.944715541683,The Loop,Rented
3698,Apartment,Chicago,3735.0,4,2,1969,1203411.7588368228,4788.902017113089,Lincoln Park,Rented
3699,Townhouse,San Francisco,751.0,1,3,1984,1780832.5252092455,903.6745416022227,Downtown,Rented
3700,Apartment,San Francisco,4800.0,4,3,1997,1142875.2446073112,4633.831219924585,Mission District,Sold
3701,,Seattle,3379.0,5,2,1992,1406118.161935358,6326.649913008286,Downtown,Available
3702,House,Chicago,4498.0,3,3,1969,795911.9607642655,4731.623736972323,The Loop,Rented
3703,Townhouse,Miami,1290.0,3,2,2005,663920.7897148705,2985.5684755176762,Little Havana,Sold
3704,House,Los Angeles,1995.0,2,3,1952,738062.4972670149,3208.5086048865473,Santa Monica,Rented
3705,Condo,Seattle,4989.0,3,2,2017,295315.5539708041,3727.99397491171,Capitol Hill,Rented
3706,Condo,Seattle,3568.0,5,1,1960,583343.6960937555,6856.584870936553,Capitol Hill,Sold
3707,Apartment,San Francisco,3207.0,5,3,2011,835368.7813170871,737.8879563981066,Mission District,Sold
3708,Townhouse,Miami,3077.0,3,1,2010,748943.2186819115,3157.909577507351,Downtown,Sold
3709,Apartment,Seattle,1735.0,4,1,2007,1041619.4402745512,7695.532101429862,Queen Anne,Sold
3710,Condo,Miami,1558.0,5,1,1978,1027707.6336310698,6733.717629637758,Little Havana,Rented
3711,House,Seattle,1670.0,3,1,1987,1497263.589480457,1511.3748073097647,Downtown,Sold
3712,Apartment,San Francisco,4118.0,3,1,1971,851910.9306480128,3161.593906817298,Downtown,Sold
3713,Apartment,Los Angeles,4159.0,4,3,1990,1386725.2897625826,634.9528260227548,Hollywood,Sold
3714,House,San Francisco,4155.0,3,3,2012,1792190.5257475637,5971.891090469202,SoMa,Sold
3715,Apartment,Seattle,556.0,1,3,1987,965967.0294113698,1276.7457737012476,Capitol Hill,Rented
3716,House,Miami,2392.0,2,1,1999,1151513.952771137,3394.425084248217,Downtown,Sold
3717,Townhouse,New York,3069.0,5,2,1956,1386637.587720279,7272.778667272159,Queens,Rented
3718,House,San Francisco,4580.0,4,2,1973,1038803.2976678227,1525.3110795866096,SoMa,Sold
3719,Townhouse,Miami,4956.0,4,3,1995,410077.1092104367,2942.675941959638,Little Havana,Sold
3720,House,San Francisco,2448.0,2,1,1974,657793.7359912929,6616.825488677056,SoMa,Rented
3721,Condo,Seattle,722.0,1,3,1978,153554.59495681868,5241.882501859193,Capitol Hill,Sold
3722,Condo,Miami,2139.0,2,1,2016,1398824.530538457,6193.5371734947275,South Beach,Sold
3723,Townhouse,Los Angeles,4922.0,3,2,1971,631194.261274164,7692.2651737924625,Hollywood,Available
3724,Townhouse,Miami,2257.0,4,2,1958,1664862.9292263887,7350.157095462126,Little Havana,Sold
3725,Condo,Chicago,1335.0,3,1,1998,1346233.2229628484,2649.4774237571387,The Loop,Available
3726,Townhouse,New York,3036.0,4,2,2022,1498647.8301346856,2741.8155829429475,Bronx,Available
3727,House,Seattle,3025.0,4,1,1985,1776680.9389664463,1147.8961265994153,Queen Anne,Sold
3728,House,Miami,1484.0,3,3,1954,908831.5690703796,3315.729244041861,Little Havana,Sold
3729,Condo,Seattle,1857.0,2,1,1953,458361.5243149423,6308.369014314586,Downtown,Sold
3730,Apartment,San Francisco,3560.0,5,1,1973,1877473.633047824,2437.991126014216,Downtown,Rented
3731,House,San Francisco,4977.0,5,2,1990,1992072.650873024,6710.236519498626,SoMa,Sold
3732,Townhouse,Miami,1946.0,2,1,1963,514138.036680032,4798.774697097229,Downtown,Sold
3733,Apartment,Chicago,1871.0,1,2,1961,1507882.5019839474,3201.382467327316,Lincoln Park,Rented
3734,Apartment,Miami,3724.0,2,1,1993,237316.2806592557,3636.777968863632,South Beach,Sold
3735,House,Los Angeles,2374.0,2,2,1958,152193.6080167219,6282.132173069569,Beverly Hills,Sold
3736,House,Chicago,2999.0,2,1,2015,1382744.7259056044,2871.270536633982,Lincoln Park,Sold
3737,Apartment,Seattle,3861.0,5,1,1987,584802.7007477863,5874.574181078084,Downtown,Sold
3738,Apartment,Miami,1642.0,4,1,2006,1748915.8827492879,3627.5872300379956,South Beach,Sold
3739,Condo,Seattle,4809.0,1,1,1996,1074832.4475269949,6618.729712614004,Queen Anne,Rented
3740,Townhouse,New York,1064.0,1,3,2004,1585886.3473087477,2087.932219600178,Manhattan,Rented
3741,Condo,Chicago,2088.0,1,3,1951,296588.8476508234,2815.287008109269,Hyde Park,Available
3742,House,Miami,4485.0,3,2,1967,1761477.6638593022,4231.062260399164,Downtown,Available
3743,,New York,1970.0,2,3,2015,460881.2582357303,6117.04758455657,Bronx,Sold
3744,,Miami,4414.0,4,3,2006,1179624.8845468902,1682.1760781176927,Little Havana,Sold
3745,Condo,Los Angeles,3613.0,4,2,2013,1258411.7802556576,7275.1010684000485,Beverly Hills,Rented
3746,Condo,San Francisco,4990.0,3,3,1976,225302.29596006553,633.6629424755783,Mission District,Sold
3747,Townhouse,Seattle,4842.0,5,2,2002,1957369.432611149,697.9864081610272,Downtown,Rented
3748,Townhouse,Miami,3862.0,3,3,2008,674257.935071579,3867.1999193516663,Little Havana,Rented
3749,Apartment,Chicago,2136.0,3,2,1978,1456817.1197900786,6715.2402808311535,The Loop,Sold
3750,House,Miami,3412.0,2,2,2021,1300129.984340468,1487.7433830864534,Little Havana,Rented
3751,Condo,Miami,1972.0,5,3,1963,162858.58657480855,4140.665054579289,Downtown,Sold
3752,Apartment,Miami,1744.0,3,2,2017,1738483.22090995,3716.727055616925,Little Havana,Sold
3753,Apartment,Miami,4237.0,4,1,1992,678421.4599402989,6086.229491565595,South Beach,Sold
3754,,Chicago,2598.0,2,3,1978,573206.8847347454,2103.3583883110264,Hyde Park,Sold
3755,Townhouse,Chicago,3097.0,5,1,2006,211246.80647303464,4955.147414442072,Hyde Park,Sold
3756,Condo,Miami,3012.0,4,3,1982,575629.8044161857,7397.031490303663,Little Havana,Rented
3757,Condo,San Francisco,758.0,1,3,1970,1278113.0386908622,913.722569577292,Mission District,Sold
3758,House,Miami,2858.0,2,2,1990,481650.42648565443,7133.4045910019595,South Beach,Rented
3759,Condo,Seattle,3893.0,4,2,1950,986352.3779767877,2066.758238215032,Capitol Hill,Sold
3760,Condo,Seattle,4278.0,3,2,1976,1619432.4359401786,1119.0697274712736,Downtown,Sold
3761,Apartment,Chicago,3911.0,3,3,1951,1914855.266547256,2893.763160606152,The Loop,Rented
3762,House,Seattle,1768.0,2,2,2013,1430934.7143579766,4326.397286397381,Queen Anne,Sold
3763,Condo,Seattle,1439.0,5,1,2000,471892.92960255576,3178.229691233728,Queen Anne,Sold
3764,Townhouse,Los Angeles,2876.0,3,1,2003,827965.3487733986,1494.3743334463757,Beverly Hills,Available
3765,Condo,Miami,4451.0,4,3,1979,1152694.747626267,4074.9144440562623,South Beach,Rented
3766,Apartment,Miami,695.0,1,3,1950,1755674.9434313332,515.3096013613189,Downtown,Sold
3767,Townhouse,Miami,4657.0,5,2,1978,1140674.2027166174,571.3812760706445,Downtown,Sold
3768,Apartment,Miami,3596.0,2,1,1962,1033459.6532255209,6734.650885364431,Downtown,Rented
3769,Condo,New York,4135.0,3,2,2022,593446.7795250737,4762.324379266251,Brooklyn,Sold
3770,Townhouse,Miami,1061.0,5,2,1992,1049243.872419938,3226.390209989172,South Beach,Rented
3771,House,Chicago,3949.0,1,2,1990,705559.774722022,3522.0297276683773,Hyde Park,Sold
3772,House,Chicago,3866.0,5,2,2007,1172474.8266879877,3921.376434181942,The Loop,Sold
3773,Townhouse,New York,3623.0,5,1,1963,1636557.266380923,2268.2581018205465,Bronx,Rented
3774,Townhouse,Miami,3391.0,2,2,1990,1896875.3621600321,5951.66328748691,Little Havana,Sold
3775,Apartment,San Francisco,539.0,1,1,2016,1638235.7069679282,2804.1011447492906,Downtown,Rented
3776,Townhouse,Miami,2267.0,1,1,2003,1673770.0820946512,4823.940732659618,Little Havana,Rented
3777,Apartment,Chicago,3004.0,5,3,1955,780185.2642715017,1509.2322067214723,Lincoln Park,Sold
3778,Condo,Los Angeles,1287.0,3,2,1995,1421456.1536525849,706.7601212797781,Santa Monica,Rented
3779,Apartment,Seattle,2376.0,5,3,1950,837374.1821375138,1619.6308903922147,Downtown,Rented
3780,Townhouse,Los Angeles,4597.0,4,3,1978,146040.4445803503,3144.6806279269276,Beverly Hills,Rented
3781,Townhouse,San Francisco,1992.0,3,3,1975,1780631.8673411543,1542.467611600576,SoMa,Rented
3782,Condo,Miami,1629.0,2,1,2007,199353.2308199345,5444.506117472894,Little Havana,Sold
3783,Townhouse,New York,2763.0,1,2,1952,319500.76521116035,1721.9434608592303,Brooklyn,Sold
3784,Townhouse,Miami,4521.0,3,3,2009,134942.63575580777,6597.425474546164,South Beach,Sold
3785,House,San Francisco,4805.0,2,1,1963,227788.31199121612,6469.565661162567,Mission District,Available
3786,House,San Francisco,2685.0,5,3,1972,,2627.0467946207054,Mission District,Sold
3787,Condo,Seattle,2144.0,2,1,2011,1386882.770895017,3993.489670622335,Queen Anne,Rented
3788,,San Francisco,4060.0,4,1,1959,1721647.634595929,5623.210287025113,Downtown,Rented
3789,House,Los Angeles,3185.0,2,1,1953,1613707.4275359646,3682.570736169609,Beverly Hills,Sold
3790,Apartment,Seattle,1912.0,3,1,1988,1289941.8237103126,1087.0326706203145,Queen Anne,Rented
3791,Townhouse,Miami,1721.0,1,2,1983,1593391.7684874828,2580.721013529525,Little Havana,Sold
3792,House,Miami,2749.0,3,1,1974,967473.0834224144,4350.259559720262,Downtown,Sold
3793,Condo,New York,2739.0,3,3,2001,1822171.219754738,6622.470862890431,Bronx,Rented
3794,Condo,San Francisco,4702.0,1,2,1964,973826.5976256486,1019.2258920199713,Downtown,Rented
3795,Condo,San Francisco,4922.0,4,3,1961,153602.37920713608,1823.8082834876045,SoMa,Sold
3796,House,Chicago,1143.0,3,2,1950,1434702.3245127543,7482.828398019885,The Loop,Sold
3797,Apartment,Seattle,4952.0,1,3,1958,1678396.2506879633,2885.9200955963825,Downtown,Rented
3798,Townhouse,Chicago,3048.0,1,3,2008,526701.1754650237,3331.3762554757373,Lincoln Park,Rented
3799,Apartment,Seattle,4305.0,3,1,1963,703905.1020937535,5494.135184692208,Capitol Hill,Sold
3800,Apartment,Los Angeles,4790.0,1,3,1980,1420428.2896959512,3262.9185710920196,Hollywood,Rented
3801,Townhouse,Seattle,4642.0,5,2,2002,1190252.7510551778,2230.82912872356,Downtown,Rented
3802,Townhouse,Miami,1885.0,3,3,2012,,7763.421087056629,Downtown,Available
3803,House,New York,3084.0,4,1,1959,1007580.6761612864,4407.602849947054,Queens,Sold
3804,House,Seattle,2101.0,5,1,1992,1377660.2612566643,3282.7154920939347,Queen Anne,Sold
3805,House,Seattle,3817.0,4,2,1967,616110.8943072455,6211.325889021897,Queen Anne,Sold
3806,House,Seattle,1307.0,3,3,2016,1865923.1026069485,1266.6624545989494,Downtown,Sold
3807,House,New York,3159.0,2,1,2008,802615.4654648739,7265.9845319781925,Manhattan,Rented
3808,Townhouse,San Francisco,614.0,1,2,1972,1125108.4124705677,6588.709571506497,SoMa,Sold
3809,Apartment,New York,3227.0,5,2,1995,1271316.4870437824,3323.6477253210596,Brooklyn,Sold
3810,House,San Francisco,2766.0,3,1,1998,583119.1422722471,1897.7428970082021,SoMa,Sold
3811,House,Miami,4792.0,1,2,1972,701813.8907634987,6946.608351773598,South Beach,Rented
3812,Apartment,New York,4996.0,2,3,1961,1054609.096088711,7671.150044394833,Queens,Rented
3813,House,San Francisco,4401.0,4,3,1978,614639.8745698219,859.0771231401887,Mission District,Sold
3814,Apartment,Miami,3228.0,3,3,2008,347290.53743460693,7905.758582675644,Downtown,Sold
3815,Apartment,Miami,4671.0,3,2,2002,1689518.9911578037,3397.4397084726675,South Beach,Available
3816,Townhouse,San Francisco,1949.0,2,2,2017,716979.2713657852,6546.028032927043,SoMa,Rented
3817,Condo,San Francisco,4882.0,4,3,2012,890372.4283983875,3933.5019370526297,SoMa,Sold
3818,Townhouse,Los Angeles,2068.0,3,3,1978,1139616.1307541397,4413.744863171386,Hollywood,Rented
3819,Condo,Miami,1822.0,1,1,1952,1700598.33891206,4519.556429858887,Downtown,Sold
3820,Condo,San Francisco,1360.0,2,3,1986,366608.1466364542,7725.2344510440835,SoMa,Rented
3821,Condo,Miami,1241.0,3,2,2012,1289312.4582862211,5223.798259697805,Little Havana,Rented
3822,House,New York,2230.0,4,1,1972,767047.6387728984,2720.951336611997,Manhattan,Rented
3823,Townhouse,Chicago,3433.0,5,2,1998,1752135.0561893173,5199.516149323794,The Loop,Rented
3824,Condo,Chicago,4018.0,3,2,1952,1356262.6858948166,1177.098684521783,Hyde Park,Sold
3825,Apartment,Seattle,3667.0,4,3,1971,375863.489379157,2985.124966755008,Queen Anne,Rented
3826,House,San Francisco,2418.0,2,1,1985,664180.7346486752,1803.2118293607577,SoMa,Sold
3827,Townhouse,San Francisco,2718.0,4,2,1959,168704.62764638368,5045.20466587455,Mission District,Rented
3828,Condo,Miami,1840.0,4,2,1958,1564066.8724556859,4488.488328375506,Little Havana,Sold
3829,Apartment,Seattle,2014.0,2,3,2005,884299.2195824584,5935.051917113345,Downtown,Sold
3830,Townhouse,San Francisco,1911.0,5,2,2004,192479.8195441718,3039.1350154204165,Mission District,Rented
3831,Townhouse,Miami,3536.0,1,2,1968,,7890.686252822943,Downtown,Available
3832,House,San Francisco,4667.0,5,3,2021,1915538.9590480716,2899.964336245565,Mission District,Sold
3833,Townhouse,Miami,1522.0,1,3,1982,1719439.0131543376,892.0263752128322,South Beach,Sold
3834,House,San Francisco,2786.0,1,3,1969,735440.8679010017,2528.256642015139,SoMa,Sold
3835,Condo,Los Angeles,3258.0,1,2,1984,1081514.005577697,5179.197796588699,Hollywood,Sold
3836,House,Miami,4271.0,3,1,1980,1194221.3289136197,6202.495394373645,Downtown,Rented
3837,Apartment,Los Angeles,1612.0,5,2,1999,1079051.45519978,2314.224801235737,Hollywood,Rented
3838,House,Los Angeles,2445.0,4,1,1995,685200.1952542833,6350.214006050062,Hollywood,Sold
3839,Apartment,Los Angeles,2058.0,3,2,1959,842086.3235203021,3020.6781899176926,Santa Monica,Sold
3840,House,Los Angeles,4379.0,2,2,2016,,1730.3942196033115,Santa Monica,Rented
3841,Townhouse,New York,1141.0,2,1,1983,163108.00706175,1553.2031836738656,Bronx,Sold
3842,Condo,Seattle,2737.0,1,2,2000,393973.90586193104,6636.633419338311,Capitol Hill,Sold
3843,Apartment,Chicago,3986.0,3,2,1988,124811.4433199458,2274.6473975979175,Lincoln Park,Sold
3844,House,New York,3725.0,3,2,2017,922829.2831772801,2150.1598301006425,Manhattan,Rented
3845,House,San Francisco,1514.0,2,2,1961,1355696.4255290222,7121.358292271708,SoMa,Available
3846,House,San Francisco,2521.0,4,2,1975,443779.759279212,3234.9521750166177,Downtown,Rented
3847,Townhouse,Seattle,3176.0,5,1,2020,1114440.1711704843,7927.409121264619,Capitol Hill,Sold
3848,Townhouse,Chicago,2040.0,5,2,2016,717441.0618397841,2521.052196052132,Hyde Park,Sold
3849,Apartment,Chicago,3436.0,1,1,1951,327987.4522574673,5452.273703291702,The Loop,Rented
3850,Apartment,Chicago,3606.0,1,2,1961,342418.1215334613,1958.8143062620786,Hyde Park,Rented
3851,Townhouse,Los Angeles,1283.0,1,3,2008,1274418.703190541,1943.8944583471803,Santa Monica,Sold
3852,Apartment,New York,1170.0,2,2,1981,323644.8912543729,6567.428805866438,Queens,Rented
3853,Condo,San Francisco,3269.0,2,3,2000,1151194.5578619433,7443.722873206968,Downtown,Sold
3854,Condo,New York,3073.0,5,1,1960,462182.3603609167,7207.596206753244,Brooklyn,Available
3855,Townhouse,New York,3084.0,1,2,1981,,6753.842359572706,Brooklyn,Available
3856,Apartment,New York,1777.0,3,3,2013,194961.9008292923,4874.566181843948,Queens,Rented
3857,House,Chicago,3543.0,4,3,1994,835464.6992586235,1348.573731204933,Hyde Park,Sold
3858,Condo,Seattle,3672.0,2,3,2003,1546868.8904720976,3031.971565371312,Downtown,Rented
3859,Townhouse,Seattle,4282.0,1,2,1955,1523391.1266528694,2607.82816269324,Downtown,Rented
3860,Apartment,Chicago,677.0,1,2,1975,375079.0716207631,2379.968982903226,The Loop,Sold
3861,Townhouse,San Francisco,775.0,2,3,1957,473777.55781736557,7799.358952085385,Mission District,Rented
3862,House,San Francisco,2859.0,5,1,1957,1138022.0028010304,1621.581509764854,Mission District,Rented
3863,Condo,San Francisco,3981.0,5,3,1987,1400082.515157642,4019.1143345335613,Mission District,Sold
3864,Townhouse,Seattle,3859.0,5,1,1957,1529339.1343524582,7446.299557811963,Queen Anne,Sold
3865,Townhouse,Seattle,1924.0,5,2,1966,1279041.9752497587,954.1431969025298,Capitol Hill,Rented
3866,Townhouse,New York,4622.0,3,2,1952,1587922.3155189326,6092.214498294033,Queens,Sold
3867,House,Chicago,3460.0,1,2,1990,935770.9026901455,5071.1435714924,Hyde Park,Sold
3868,Townhouse,Los Angeles,2969.0,5,1,2022,1165156.3228546458,3201.5636334058368,Hollywood,Sold
3869,House,New York,3585.0,5,2,2002,923141.201794985,7536.4104054147065,Bronx,Rented
3870,House,Miami,2872.0,4,3,2019,1545797.0487699022,3013.666757627238,Downtown,Rented
3871,House,Seattle,4568.0,4,3,2011,432141.75095409167,1915.104996620875,Capitol Hill,Rented
3872,Condo,New York,2090.0,1,3,2002,579575.7063739157,5933.781075837765,Bronx,Sold
3873,Condo,Chicago,4880.0,2,2,2008,1689983.198719682,2993.904310446526,Lincoln Park,Rented
3874,Townhouse,Miami,1612.0,5,3,1972,1457345.8372685285,2651.480433766059,South Beach,Rented
3875,Townhouse,New York,1568.0,3,1,1996,1496823.954961697,7484.007518690575,Bronx,Rented
3876,Condo,Chicago,3045.0,4,1,1984,288340.2923851871,2808.0963719918,The Loop,Rented
3877,Apartment,Chicago,4149.0,5,1,1963,1020371.1942084904,4808.535039767216,Lincoln Park,Sold
3878,Condo,Seattle,2314.0,2,1,2014,1172245.1734437626,5409.307272107603,Queen Anne,Available
3879,,Los Angeles,4407.0,3,3,1998,1581848.8109911797,4140.090004395242,Hollywood,Sold
3880,Condo,New York,4231.0,4,1,1985,902240.2282690284,2833.981188281863,Manhattan,Sold
3881,House,Chicago,2692.0,2,3,1950,1127348.299024569,4567.716292422607,The Loop,Rented
3882,Townhouse,San Francisco,581.0,2,2,1971,552834.2668794659,3497.5738206775777,Mission District,Available
3883,Apartment,Chicago,4206.0,3,3,1984,1681032.9074944959,766.2110305380983,Hyde Park,Sold
3884,Townhouse,Los Angeles,3676.0,3,3,1952,1836392.412176214,2817.17382982782,Hollywood,Sold
3885,House,Chicago,2325.0,4,3,1961,981907.1828406353,4897.83915332818,Lincoln Park,Sold
3886,House,Seattle,581.0,3,3,1986,930774.7902100213,595.1414387231964,Capitol Hill,Sold
3887,House,New York,593.0,5,2,2007,723702.7594773218,5374.680846563718,Brooklyn,Available
3888,,Seattle,842.0,3,3,1961,606968.2373211603,732.6741451695791,Queen Anne,Available
3889,Condo,New York,2908.0,2,1,1951,1151416.4193909792,4721.5663879126105,Manhattan,Rented
3890,Townhouse,Miami,2354.0,3,3,2014,420661.6305466832,957.4319448058336,Downtown,Sold
3891,Townhouse,New York,4499.0,4,2,2007,,6859.290333258618,Queens,Sold
3892,Condo,Miami,1589.0,5,1,2009,1166504.2612809378,7328.175044269333,Little Havana,Sold
3893,Townhouse,Seattle,1123.0,3,1,1990,1418725.089938013,5107.849543256504,Downtown,Rented
